Isolate,MorphotypeNo,Date_Subculture,Site,Species,Trt,Date_Original,DescriptionTop,DescriptionBottom,Notes,Subcultured,Clustered_morphotype,Archived,New_Notes,DNA,Extraction.plate.NOT.GENEWIZ.PLATES,To_do,Status,Updated_morph,X,OTU,Newest_morph
578,176,,WM-4,FETH-7,Warming,,,,,Yes,56,Archived,,PCR,4,Not needed,Done,56,,NA,59
579,176,,WM-4,FETH-7,Warming,,,,,No,56,NA,,NA,,,Done,56,,NA,59
852,330,28-Jul-17,ER-L,ELTR,ELEV,,"yellow, fuzzy",,,Yes,56,NA,,NA,,,Done,56,,NA,59
853,330,,ER-L,ELTR,ELEV,,,,,No,56,NA,,NA,,,Done,56,,NA,59
854,330,,ER-L,ELTR,ELEV,,,,,No,56,NA,,NA,,,Done,56,,NA,59
94,44,18-Jul-17,ER-L,POLE,ELEV,12-Jul-17,opaque,,,Yes,57,Find,,Do PCR from plate 5 again,,find_2,Done,57,,NA,
213,77,19-Jul-17,WM-1,ACLE-1,Control,13-Jul-17,white & foamy,red orange -> yellow,,Yes,58,Find,,Sequenced,,,Done,58,,59,59
215,77,,WM-1,ACLE-1,Control,13-Jul-17,,,,No,58,NA,,NA,,,Done,58,,NA,59
214,77,,WM-1,ACLE-1,Control,13-Jul-17,,,,No,58,NA,,NA,,,Done,58,,NA,59
247,90,20-Jul-17,WM-9,ACLE-1,Control,14-Jul-17,white and webby,yellowish tint,,Yes,59,Archived,,Sequenced,3,find,Done,59,,59,59
248,90,,WM-9,ACLE-1,Control,14-Jul-17,,,,No,59,NA,,NA,,,Done,59,Retry Jan 22nd,NA,59
1606,90,,WM-9,ACLE-1,Control,,,,,No,59,NA,,NA,,,Done,59,,NA,59
311,113,20-Jul-17,WM-10,POPR-1,Warming,14-Jul-17,white puffy on top,"dark center, yellow radiate",,Yes,60,Archived,,Sequenced,3,find,Done,60,,59,59
243,87,20-Jul-17,WM-9,ACLE-6,Control,14-Jul-17,yellow opaque,,,Yes,61,Find,,Sequenced,3,find,Done,61,,59,59
999,87,,WM-9,ACLE-6,Control,,,,,No,61,NA,,NA,,,Done,61,,NA,59
1006,87,,WM-9,ACLE-6,Control,,,,,No,61,NA,,NA,,,Done,61,Failed in Retry Jan 22nd,NA,59
110,48,18-Jul-17,WM-1,FETH-1,Control,12-Jul-17,yellowy,,,Yes,62,Find,,Sequenced,,find,Match but need ITS,221,,59,59
106,48,,WM-1,FETH-1,Control,12-Jul-17,,,,No,62,NA,,NA,,,Match but need ITS,221,,NA,59
168,68,19-Jul-17,WM-1,POPR-2,Control,13-Jul-17,"opaque, reddish tint",,,Yes,62,Archived,,Sequenced,2,find,Send,62,,70,70
169,68,,WM-1,POPR-2,Control,13-Jul-17,,,,No,62,NA,,NA,,,Match but need ITS,62,Shipped in Plate 4,NA,70
170,68,,WM-1,POPR-2,Control,13-Jul-17,,,,No,62,NA,,NA,,,Match but need ITS,62,,NA,70
1355,68,,WM-1,POPR-2,Control,,,,,No,62,NA,,NA,,,Match but need ITS,62,,NA,70
1357,68,,WM-1,POPR-2,Control,,,,,No,62,NA,,NA,,,Match but need ITS,62,,NA,70
1358,68,,WM-1,POPR-2,Control,,,,,No,62,NA,,NA,,,Match but need ITS,62,,NA,70
1360,68,,WM-1,POPR-2,Control,,,,,No,62,NA,,NA,,,Match but need ITS,62,Shipped in Plate 4,NA,70
503,210,22-Jul-17,TR-H,TRSP,ELEV,17-Jul-17,orange hue,,,Yes,63,Archived,,Sequenced,4,find_2,Done,63,,59,59
477,198,22-Jul-17,TR-L,TRSP,ELEV,17-Jul-17,yellowy opaque,,,Yes,64,Find,,Sequenced,,,Done,64,,59,59
298,109,20-Jul-17,WM-10,ACLE-7,Warming,14-Jul-17,"red,orange",,,Yes,65,Archived,,Sequenced,2,,Done,65,shipped in Plate 4,40,40
297,108,20-Jul-17,WM-10,ACLE-7,Warming,14-Jul-17,"orange, opaque",,,Yes,66,Find,ITS1-FL in SP Plate 2,Sequenced,3,,Done,66,,59,59
1395,552,4-Aug-17,WM-3,FETH-4,Control,,Brown entire,,,Yes,66,Find,cont,NA,,,Done,66,Missing,NA,59
1396,552,,WM-3,FETH-4,Control,,,,,No,66,NA,,NA,,,Done,66,,NA,59
472,196,22-Jul-17,TR-L,ELEL,ELEV,17-Jul-17,yellow tint,,,Yes,67,Archived,,Sequenced,Tube,,Send,67,,59,59
517,221,22-Jul-17,WM-5,FETH-1,Control,18-Jul-17,"yellow center, white radial",,,Yes,67,Archived,,Sequenced,,,Match but need ITS,67,,59,59
1502,106,,WM-10,FETH-6,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,Shipped in Plate 4,NA,59
286,106,20-Jul-17,WM-10,FETH-6,Warming,14-Jul-17,"yellow center, grey radial",,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
287,106,,WM-10,FETH-6,Warming,14-Jul-17,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
288,106,,WM-10,FETH-6,Warming,14-Jul-17,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1503,106,,WM-10,FETH-6,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
473,196,,TR-L,ELEL,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
474,196,,TR-L,ELEL,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
475,196,,TR-L,ELEL,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1237,196,,TR-L,POPR,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1238,196,,TR-L,POPR,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
486,203,22-Jul-17,TR-L,ACLE,ELEV,17-Jul-17,yellowy hue,,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
487,203,,TR-L,ACLE,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1202,203,,TR-L,ACLE,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1201,203,,TR-L,ACLE,ELEV,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
506,213,22-Jul-17,WM-6,POPR-6,Warming,18-Jul-17,yellow hue,,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
508,215,22-Jul-17,WM-6,POPR-5,Warming,18-Jul-17,yellow hue,,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
537,227,,WM-5,POPR-1,Control,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
536,227,22-Jul-17,WM-5,POPR-1,Control,18-Jul-17,yellow hue,,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
1446,559,,WM-4,ACLE-1,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1447,559,,WM-4,ACLE-1,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1448,559,2-Aug-17,WM-4,ACLE-1,Warming,,Yellow fuzzy,,,Yes,67,Archived,,NA,,,Match but need ITS,67,,NA,59
1449,559,,WM-4,ACLE-1,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1450,559,,WM-4,ACLE-1,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
1451,559,,WM-4,ACLE-1,Warming,,,,,No,67,NA,,NA,,,Match but need ITS,67,,NA,59
499,208,22-Jul-17,TR-H,TRSP,ELEV,17-Jul-17,yellow with white radial,,,Yes,68,Archived,,Sequenced,4,Find_2,,,,87,87
2,2,15-Jul-17,WG-L,ACLE,ELEV,11-Jul-17,yellow,,,Yes,68,Archived,,Extracted,,,PCR,,,NA,PCR
363,132,20-Jul-17,WM-7,ACLE-1,Control,14-Jul-17,"opaque, yellowish",,,Yes,68,Archived,,DNA extracted,,,,,,NA,PCR
489,205,22-Jul-17,TR-H,POPR,ELEV,17-Jul-17,"white, opaque",,,Yes,68,Archived,,NA,,find_2,,,,NA,Extract
516,220,22-Jul-17,WM-6,FETH-7,Warming,18-Jul-17,"clear, opaque, gray",,,Yes,68,Archived,,NA,,find_2,,,,NA,
529,224,22-Jul-17,WM-5,FETH-6,Control,18-Jul-17,"opaque, gray",,,Yes,68,Archived,,NA,,find_2,Find,,,NA,Extract
587,251,26-Jul-17,WM-8,POPR-8,Warming,,"White, circular",,,Yes,69,Archived,,Sequenced,3,find,Done,69,,11,11
1158,526,28-Jul-17,WG-H,POLE,ELEV,,Yellow yeast,,,Yes,70,Archived,,Sequenced,2,find,Done,70,,61,61
1279,526,,WG-L,POLE,ELEV,,,,,No,70,NA,,NA,,,Done,69,retry Jan 22nd,NA,61
573,245,26-Jul-17,WM-4,FETH-7,Warming,,White fuzzy,Circular diffused edge,,Yes,71,Archived,ITS1-FL in SP Plate 3,Sequenced,3,find,Done,71,,94,94
574,245,26-Jul-17,WM-4,FETH-7,Warming,,"Yellow, branch-like",,,Yes,71,Archived,,DNA failed,,,bacteria,NA,,NA,NA
575,245,,WM-4,FETH-7,Warming,,,,,No,71,NA,,NA,,,bacteria,NA,,NA,NA
576,245,,WM-4,FETH-7,Warming,,,,,No,71,NA,,NA,,,bacteria,NA,,NA,NA
577,245,,WM-4,FETH-7,Warming,,,,,No,71,NA,,NA,,,bacteria,NA,,NA,NA
580,245,,WM-4,FETH-7,Warming,,,,,No,71,NA,,NA,,,bacteria,NA,,NA,NA
571,243,26-Jul-17,ER-L,ACLE,ELEV,,"white cotton like, follwos root not circle",,,Yes,72,Archived,,Sequenced,2,find,Send,72,,69,69
1619,583,4-Aug-17,WM-8,ACLE-3,Warming,,GLossy,,,Yes,73,Find,,Sequenced,2,,,,,59,59
570,242,26-Jul-17,ER-L,ACLE,ELEV,,faint white circle,,,Yes,73,Archived,,DNA failed,,find_4,Bacteria,,,NA,NA
569,241,26-Jul-17,ER-L,ACLE,ELEV,,"White, Cotton-like, small",,,Yes,74,Archived,,Sequenced,3,find,Done,74,,74,74
584,248,26-Jul-17,WM-8,POPR-4,Warming,,Black center white edge,,,Yes,75,Archived,,Sequenced,2,find,Done,75,,27,27
1470,565,4-Aug-17,WM-5,ACLE-5,Control,,Dark red,,,Yes,76,Archived,,Sequenced,5,find_2,Done,,,96,96
585,249,26-Jul-17,WM-8,POPR-4,Warming,,White fuzzy,Yellow Circle,,Yes,76,Archived,,PCR,2,,Done,,,NA,96
1434,564,,TR-L,FETH,ELEV,,White fuzzy,,,No,76,NA,,NA,,,Done,,,NA,96
1435,564,,TR-L,FETH,ELEV,,,,,No,76,NA,,NA,,,Done,,,NA,96
1436,564,,TR-L,FETH,ELEV,,,,,No,76,NA,,NA,,,Done,,,NA,96
1437,564,,TR-L,FETH,ELEV,,,,,No,76,NA,,NA,,,Done,,,NA,96
1438,564,,TR-L,FETH,ELEV,,,,,No,76,NA,,NA,,,Done,,,NA,96
1439,564,2-Aug-17,TR-L,FETH,ELEV,,Opaque green dots,,,Yes,76,Archived,,NA,,,Done,,,NA,96
1468,564,4-Aug-17,WM-5,ACLE-5,Control,,"yellow, fuzzy",,,Yes,76,Archived,,DNA failed,,find_4,Done,,,NA,96
1469,564,,WM-5,ACLE-5,Control,,,,,No,76,NA,,NA,,,Done,,,NA,96
604,260,26-Jul-17,WM-2,FETH-3,Warming,,,,Fill in description,Yes,77,Find,,Sequenced,,find_2,Done,219,,26,26
606,260,,WM-2,FETH-3,Warming,,,,,No,77,NA,,NA,,,Done,219,,NA,26
586,250,26-Jul-17,WM-8,POPR-8,Warming,,Light brown,"Brown center, white edges",Check on this.,Yes,77,Archived,,Sequenced,3,find,Done,77,,40,40
588,252,26-Jul-17,WM-8,POPR-8,Warming,,"Black center, white edge",,,Yes,78,Find,,Sequenced,,,Done,78,,1,1
590,252,,WM-8,POPR-8,Warming,,,,,No,78,NA,,NA,,,Done,78,,NA,1
591,254,26-Jul-17,WM-8,POPR-8,Warming,,Dark grey,,,Yes,78,Archived,,NA,,,Done,78,,NA,1
637,268,,WM-4,POPR-1,Warming,,,,,No,78,NA,,NA,,,Done,222,,NA,1
638,268,26-Jul-17,WM-4,POPR-1,Warming,,Dark brown,,,Yes,78,Find,,CTB6,Tube,,Done,222,,NA,1
589,253,26-Jul-17,WM-8,POPR-8,Warming,,reddish brown fuzzy on top,,,Yes,79,Archived,,Sequenced,2,find_2,Done,79,PCR failed before,16,16
592,255,26-Jul-17,WM-8,POPR-8,Warming,,branched edge fuzzy,Black center gray edge,,Yes,80,Archived,,Sequenced,2,find,Done,80,,7,7
594,255,,WM-8,POPR-8,Warming,,,,,No,80,NA,,NA,,,Done,80,,NA,7
1129,518,28-Jul-17,WM-2,FETH-1,Warming,,Clear,,,Yes,81,Archived,,Sequenced,3,find,Done,81,,14,14
1130,518,,WM-2,FETH-1,Warming,,,,,No,81,NA,,NA,,,Done,81,,NA,14
1131,518,,WM-2,FETH-1,Warming,,,,,No,81,NA,,NA,,,Done,81,,NA,14
903,352,28-Jul-17,ER-H,POPR,ELEV,,"Red, tan, fuzzy",,,Yes,82,Find,,Sequenced,Tube,,Done,82,,17,17
969,382,28-Jul-17,ER-H,ACLE,ELEV,,"Yellowish brown, fuzzy",,,Yes,82,Find,,Sequenced,,,Done,82,,17,17
904,352,,ER-H,POPR,ELEV,,,,,No,82,Find,,NA,,,Done,82,,NA,17
957,379,28-Jul-17,ER-H,ACLE,ELEV,,"white, fuzzy",,,Yes,82,Archived,,NA,,,Done,82,,NA,17
959,379,,ER-H,ACLE,ELEV,,,,,No,82,NA,,NA,,,Done,82,,NA,17
960,379,,ER-H,ACLE,ELEV,,,,,No,82,NA,,NA,,,Done,82,,NA,17
974,379,,ER-H,ACLE,ELEV,,,,,No,82,NA,,NA,,,Done,82,,NA,17
958,380,28-Jul-17,ER-H,ACLE,ELEV,,light brown,,,Yes,82,Archived,,NA,,,Done,82,,NA,17
968,380,,ER-H,ACLE,ELEV,,,,,No,82,NA,,NA,,,Done,82,,NA,17
593,256,26-Jul-17,WM-8,POPR-8,Warming,,"Circle, black",,,Yes,83,NA,,NA,,find_2,Find,,,NA,Extract
595,256,26-Jul-17,WM-8,ACLE-6,Warming,,Dark brown,,,Yes,83,Archived,,Extracted,,Find_2,Find,,,NA,PCR
608,258,26-Jul-17,WM-2,FETH-3,Warming,,Bright yellow. Fan-shaped edge,,,Yes,84,Archived,,Do PCR from plate 2 again,2,find_2,Send,223,,14,14
602,258,,WM-2,FETH-2,Warming,,,,,No,84,NA,,NA,,,,224,,NA,14
611,258,26-Jul-17,WM-2,FETH-3,Warming,,,,"check, should be a duplicate",Yes,84,Archived,,Extracted,Tube,Find_4,PCR,224,,NA,14
612,258,,WM-2,FETH-3,Warming,,,,,No,84,NA,,NA,,,,224,,NA,14
615,258,,WM-2,FETH-3,Warming,,,,,No,84,NA,,NA,,,,224,,NA,14
731,299,26-Jul-17,ER-L,TRSP,ELEV,,"Yellow, milky",,,Yes,84,Archived,,DNA Failed,,find_3,Bacteria,NA,,NA,NA
732,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
733,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
735,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
736,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
737,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1585,299,,WM-8,ACLE-1,Warming,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
734,299,,ER-L,TRSP,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,Shipped in Plate 4,NA,NA
803,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
799,313,28-Jul-17,ER-L,POPR,ELEV,,Yellow yeast,,,Yes,84,Archived,,DNA failed,,,Bacteria,NA,,NA,NA
800,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
801,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
802,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
804,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
805,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
806,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
807,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
814,313,,ER-L,POPR,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,Missing,NA,NA
1069,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1064,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1065,498,3-Aug-17,WG-L,POLE,ELEV,,Yellow yeast,,,Yes,84,Find,,NA,,find_2,Bacteria,NA,,NA,NA
1066,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1067,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1070,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,,NA,NA
1068,498,,WG-L,POLE,ELEV,,,,,No,84,NA,,NA,,,Bacteria,NA,Retry Jan 22nd,NA,NA
1637,591,4-Aug-17,WM-7,FETH-4,Control,,"White, fuzzy",,,Yes,85,Find,,Sequenced,Tube,,Done,267,Retry Jan 22nd,1,1
1568,578,4-Aug-17,WM-6,ACLE-5,Warming,,Glossy,,Need new numbers,Yes,85,find,,Sequenced,,,Done,266,,31,31
1569,578,,WM-6,ACLE-5,Warming,,,,,No,85,NA,,NA,,,Done,266,,NA,31
613,259,26-Jul-17,WM-2,FETH-3,Warming,,"Black center, translucent edge",,,Yes,85,Archived,,Sequenced,Tube,find_4,Done,253,,37,37
605,259,,WM-2,FETH-3,Warming,,,,,No,85,NA,,NA,,,Done,253,,NA,37
1537,578,3-Aug-17,WM-9,FETH-1,Control,,Brown/light green,,,Yes,85,Find,,Sequenced,4,find_2,Done,264,,38,38
1571,578,4-Aug-17,WM-6,ACLE-5,Warming,,Green matted,,Needs new number,Yes,85,Archived,,Sequenced,,Find_4,Done,225,,100,100
1538,578,3-Aug-17,WM-9,FETH-1,Control,,,,,Yes,85,NA,,Sequenced,,,Done,265,,NA,100
1287,529,29-Jul-17,TR-L,ELEL,ELEV,,red fuzzy,,,Yes,86,Archived,,Sequenced,3,,Done,86,,40,40
617,262,26-Jul-17,WM-2,ACLE-7,Warming,,,,,Yes,87,Archived,,Sequenced,3,,Done,87,,17,17
620,262,,WM-2,ACLE-7,Warming,,,,,No,87,NA,,NA,,,Done,87,,NA,17
618,263,26-Jul-17,WM-2,ACLE-7,Warming,,,,,Yes,88,Find,,Extracted,"tube, 2",find_4,Found,,,NA,PCR
629,263,,WM-2,ACLE-7,Warming,,,,,No,88,NA,,NA,,,,,,NA,
624,263,,WM-2,ACLE-7,Warming,,,,,No,88,NA,,NA,,,,,,NA,
628,263,,WM-2,ACLE-7,Warming,,,,,No,88,NA,,NA,,,,,,NA,
632,267,26-Jul-17,WM-7,FETH-1,Control,,White,Yellow,,Yes,89,Archived,,Sequenced,2,find,Done,268,,16,16
632,267,26-Jul-17,WM-7,FETH-1,Control,,White,Yellow,,Yes,89,Archived,,Sequenced,2,find,Done,268,,16,16
633,267,26-Jul-17,WM-7,FETH-1,Control,,Pink,,,Yes,89,Archived,,Sequenced,4,find_2,Done,269,,72,72
1343,270,,WM-1,POPR-1,Control,,,,,No,90,NA,,NA,,,,,,NA,
1344,270,,WM-1,POPR-1,Control,,,,,No,90,NA,,NA,,,,,,NA,
641,270,26-Jul-17,WM-4,POPR-1,Warming,,"Black center, green edges",,,Yes,90,Archived,,Extracted,Tube,find_4,PCR,,,NA,PCR
642,271,26-Jul-17,WM-4,POPR-1,Warming,,"White, fuzzy",Light orange,,Yes,91,Archived,ITS1-FL in SP Plate 2,Sequenced,2,find,Done,91,,59,59
1020,271,,WG-L,TRSP,ELEV,,,,,No,91,NA,,Sequenced,2,,disregard this sequence,NA,,NA,59
1408,271,,WM-5,FETH-6,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1440,271,,WM-4,ACLE-1,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1018,271,,WG-L,TRSP,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1019,271,,WG-L,TRSP,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1034,271,,TR-H,ELTR,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1035,271,,WM-3,POPR-3,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1192,271,,TR-L,TRSP,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1193,271,,TR-L,TRSP,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1200,271,,WG-H,ELTR,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1267,271,,TR-L,POLE,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1268,271,,TR-L,POLE,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1269,271,,TR-L,POLE,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1270,271,,TR-L,POLE,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1347,271,,WM-1,POPR-1,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1390,271,,WM-1,FETH-2,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1391,271,,WM-1,FETH-2,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1409,271,,WM-5,FETH-6,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1427,271,,WM-3,ACLE-7,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1441,271,,WM-4,ACLE-1,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1442,271,,WM-4,ACLE-1,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1443,271,,WM-4,ACLE-1,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1444,271,,WM-4,ACLE-1,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1458,271,,WM-5,ACLE-1,Control,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1479,271,,WM-6,ACLE-3,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1485,271,,TR-L,FETH,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1487,271,,TR-L,FETH,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1491,271,,WM-6,ACLE-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1523,271,,WM-8,FETH-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1524,271,,WM-8,FETH-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1525,271,,WM-8,FETH-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1526,271,,WM-8,FETH-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1527,271,,WM-8,FETH-4,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1553,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1554,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1555,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1556,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1557,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1558,271,,WM-6,FETH-7,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1566,271,,WM-6,ACLE-5,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1567,271,,WM-6,ACLE-5,Warming,,,,,No,91,NA,,NA,,,Done,91,,NA,59
1194,271,,TR-L,TRSP,ELEV,,,,,No,91,NA,,NA,,,Done,91,,NA,59
643,272,26-Jul-17,WM-4,POPR-1,Warming,,"Gray, opaque edges",,,Yes,92,Archived,,Sequenced,3,find,Done,92,,40,40
688,292,26-Jul-17,TR-H,POPR,ELEV,,Gray circular. fuzzy,,,Yes,92,Archived,ITS1-FL in SP Plate 3,Sequenced,,find,Done,92,,40,40
644,272,,WM-4,POPR-1,Warming,,,,,No,92,NA,,NA,,,Done,92,,NA,40
689,292,,TR-H,POPR,ELEV,,,,,No,92,NA,,NA,,,Done,92,,NA,40
690,292,,TR-H,POPR,ELEV,,,,,No,92,NA,,NA,,,Done,92,,NA,40
696,292,,TR-H,POPR,ELEV,,,,check if this one was subcultured. Didnt need to be done,No,92,NA,,NA,,,Done,92,,NA,40
697,292,,TR-H,POPR,ELEV,,,,,No,92,NA,,NA,,,Done,92,,NA,40
648,276,26-Jul-17,WM-2,FETH-2,Warming,,"white, circular",,,Yes,93,Archived,,Sequenced,3,find,Done,92,,76,76
687,291,26-Jul-17,TR-H,POPR,ELEV,,White featherlike,,,Yes,94,Find,,Sequenced,,,Done,242,,8,8
693,291,,TR-H,POPR,ELEV,,,,,No,94,NA,,NA,,,Done,242,,NA,8
694,291,,TR-H,POPR,ELEV,,,,,No,94,Archived,,NA,,,Done,242,,NA,8
695,291,,TR-H,POPR,ELEV,,,,,No,94,NA,,NA,,,Done,242,,NA,8
676,288,26-Jul-17,TR-H,ACLE,ELEV,,Opaque,,,Yes,94,Archived,,Sequenced,5,find_2,Done,244,,29,29
677,288,,TR-H,ACLE,ELEV,,,,,No,94,NA,,NA,,,Done,244,,NA,29
678,288,,TR-H,ACLE,ELEV,,,,,No,94,NA,,NA,,,Done,244,,NA,29
679,288,,TR-H,ACLE,ELEV,,,,,No,94,NA,,NA,,,Done,244,,NA,29
861,336,29-Jul-17,WM-1,ACLE-2,Control,,Reddish pink,,,Yes,94,Find,,Sequenced,,,Done,243,,49,49
866,336,,WM-1,ACLE-2,Control,,,,,No,94,NA,,NA,,,Done,243,,NA,49
747,303,26-Jul-17,TR-H,FETH,ELEV,,Opaque,,,Yes,94,Archived,,DNA failed,,find_4,contaminated,NA,,NA,NA
748,303,,TR-H,FETH,ELEV,,,,,No,94,NA,,NA,,,,NA,,NA,NA
749,303,,TR-H,FETH,ELEV,,,,,No,94,NA,,NA,,,,NA,,NA,NA
750,303,,TR-H,FETH,ELEV,,,,,No,94,NA,,NA,,,,NA,,NA,NA
751,303,,TR-H,FETH,ELEV,,,,,No,94,NA,,NA,,,,NA,,NA,NA
657,277,,WM-10,ACLE-3,Warming,,,,,No,95,NA,,NA,,,Done,243,,NA,49
658,277,26-Jul-17,WM-10,ACLE-3,Warming,,,,,Yes,95,Archived,,PCR,2,find,Done,243,,NA,49
667,279,26-Jul-17,TR-H,POLE,ELEV,,"Black center, opaque edge",,,Yes,96,Find,,Sequenced,2,find,Done,96,,17,17
668,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
669,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,Shipped in Plate 4,NA,17
670,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
671,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
